freq,unit,na_item,geo,time,value
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2011,44510.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2012,44010.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2013,44130.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2014,44690.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2015,46160.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2016,46590.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2017,46800.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2018,47080.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2019,47790.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2020,46550.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2021,48690.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2022,48780.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2023,48350.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2024,49170.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Sweden,2025,49710.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,1995,11980.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,1996,12320.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,1997,12980.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,1998,13400.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,1999,14100.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2000,14550.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2001,14940.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2002,15410.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2003,15890.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2004,16600.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2005,17210.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2006,18170.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2007,19360.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2008,19980.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2009,18290.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2010,18420.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2011,18510.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2012,17930.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2013,17760.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2014,18230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2015,18660.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2016,19210.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2017,20190.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2018,21010.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2019,21570.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2020,20560.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2021,22230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2022,22810.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2023,23230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2024,23560.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovenia,2025,23750.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,1995,6990.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,1996,7400.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,1997,7790.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,1998,8080.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,1999,8040.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2000,8090.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2001,8360.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2002,8730.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2003,9150.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2004,9640.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2005,10260.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2006,11170.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2007,12360.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2008,13000.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2009,12260.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2010,13060.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2011,13480.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2012,13670.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2013,13750.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2014,14100.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2015,14820.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2016,15090.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2017,15500.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2018,16110.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2019,16450.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2020,16010.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2021,16970.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2022,17010.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2023,17370.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2024,17700.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Slovakia,2025,17860.0
