freq,citizen,agedef,age,unit,sex,geo,time,value
Annual,Total,Age in completed years,Total,Number,Total,Azerbaijan,2020,
Annual,Total,Age in completed years,Total,Number,Total,Azerbaijan,2021,
Annual,Total,Age in completed years,Total,Number,Total,Azerbaijan,2022,
Annual,Total,Age in completed years,Total,Number,Total,Azerbaijan,2023,
Annual,Total,Age in completed years,Total,Number,Total,Azerbaijan,2024,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2013,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2014,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2015,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2016,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2017,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2018,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2019,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2020,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2021,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2022,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2023,
Annual,Total,Age in completed years,Total,Number,Total,Bosnia and Herzegovina,2024,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2013,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2014,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2015,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2016,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2017,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2018,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2019,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2020,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2021,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2022,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2023,
Annual,Total,Age in completed years,Total,Number,Total,Belarus,2024,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2013,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2014,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2015,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2016,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2017,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2018,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2019,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2020,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2021,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2022,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2023,
Annual,Total,Age in completed years,Total,Number,Total,Kyrgyzstan,2024,
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2013,
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2014,98731.0
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2015,105834.0
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2016,107303.0
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2017,107580.0
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2018,116739.0
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2019,116196.0
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2020,65167.0
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2021,68356.0
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2022,177875.0
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2023,97517.0
Annual,Total,Age in completed years,Total,Number,Total,Moldova,2024,105804.0
Annual,Total,Age in completed years,Total,Number,Total,Russia,2013,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2014,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2015,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2016,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2017,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2018,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2019,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2020,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2021,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2022,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2023,
Annual,Total,Age in completed years,Total,Number,Total,Russia,2024,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2013,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2014,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2015,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2016,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2017,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2018,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2019,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2020,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2021,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2022,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2023,
Annual,Total,Age in completed years,Total,Number,Total,San Marino,2024,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2013,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2014,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2015,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2016,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2017,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2018,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2019,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2020,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2021,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2022,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2023,
Annual,Total,Age in completed years,Total,Number,Total,Tajikistan,2024,
Annual,Total,Age in completed years,Total,Number,Total,United States,2013,
Annual,Total,Age in completed years,Total,Number,Total,United States,2014,
Annual,Total,Age in completed years,Total,Number,Total,United States,2015,
Annual,Total,Age in completed years,Total,Number,Total,United States,2016,
Annual,Total,Age in completed years,Total,Number,Total,United States,2017,
Annual,Total,Age in completed years,Total,Number,Total,United States,2018,
Annual,Total,Age in completed years,Total,Number,Total,United States,2019,
Annual,Total,Age in completed years,Total,Number,Total,United States,2020,
Annual,Total,Age in completed years,Total,Number,Total,United States,2021,
Annual,Total,Age in completed years,Total,Number,Total,United States,2022,
Annual,Total,Age in completed years,Total,Number,Total,United States,2023,
Annual,Total,Age in completed years,Total,Number,Total,United States,2024,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2013,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2014,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2015,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2016,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2017,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2018,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2019,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2020,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2021,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2022,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2023,
Annual,Total,Age in completed years,Total,Number,Total,Uzbekistan,2024,
