country,winter,min_winter_full,days,storage_stress,storage_at_start,storage_trend_30d,storage_volatility,vol_x_start
RO,2014.0,19.71,151,1,84.51322580645163,2.030000000000001,13.330425436182184,1126.5972549841313
RO,2015.0,28.39,152,1,75.49096774193548,3.039999999999992,13.330425436182184,1006.3267165891054
RO,2016.0,16.61,151,1,74.71903225806452,2.799999999999997,13.330425436182184,996.0364881798204
RO,2017.0,12.51,151,1,69.04967741935484,3.4099999999999966,13.330425436182184,920.4615762311423
RO,2018.0,10.93,151,1,69.95741935483869,2.430000000000007,13.330425436182184,932.5621624174055
RO,2019.0,56.92,152,0,93.12645161290322,6.560000000000002,13.330425436182184,1241.4152193620346
RO,2020.0,17.45,151,1,93.85193548387095,1.980000000000004,13.330425436182184,1251.0862280091226
RO,2021.0,18.95,151,1,74.16032258064517,1.980000000000004,13.330425436182184,988.5886504845083
RO,2022.0,41.72,151,0,91.52064516129033,10.36,13.330425436182184,1220.0091361938685
RO,2023.0,50.07,152,0,100.65612903225806,4.930000000000007,13.330425436182184,1341.7890227592488
RO,2024.0,25.23,151,1,102.81741935483872,1.1499999999999915,13.330425436182184,1370.5999422503523
SK,2014.0,20.34,151,1,92.94225806451614,1.0899999999999892,8.71101298234177,809.6212166081592
SK,2015.0,27.09,152,1,76.59612903225809,7.049999999999997,8.71101298234177,667.2298743971256
SK,2016.0,16.35,151,1,96.48000000000002,-2.510000000000005,8.71101298234177,840.4385325363342
SK,2017.0,4.51,151,1,88.62870967741938,4.549999999999997,8.71101298234177,772.0458406081999
SK,2018.0,27.6,151,1,65.25516129032256,5.890000000000008,8.71101298234177,568.4385571648061
SK,2019.0,76.65,152,0,98.32322580645163,-3.3700000000000045,8.71101298234177,856.4948964657216
SK,2020.0,41.79,151,0,93.50967741935482,0.9400000000000119,8.71101298234177,814.5640139745909
SK,2021.0,17.25,151,1,72.08774193548388,-1.0799999999999983,8.71101298234177,627.9572558677033
SK,2022.0,58.19,151,0,90.66806451612906,3.0700000000000074,8.71101298234177,789.8106870838016
SK,2023.0,68.7,152,0,98.00548387096775,1.9699999999999989,8.71101298234177,853.7270423406871
SK,2024.0,35.3,151,0,95.51612903225806,-0.6899999999999977,8.71101298234177,832.0422400230317
